Sku,UPC,Catalogue N,Title,Label,Arq COST,Cost Price,V.S.P.,Latest SOH,01-2019 total sale of Goods,02-2019 total sale of Goods,03-2019 total sale of Goods,04-2019 total sale of Goods,05-2019 total sale of Goods,Existence on Shop,3 months avrage sale,Stock Status,profit,Profit status,Final Status,Non Moving Action,Reordering
742248,6950000000000,ACSLCJ-01      ,BASEUS GRENADE BLACK GRIP FOR SMARTPHONES                                                                     ,BASEUS                        ,1,24.5,49,86.0,55.0,26.0,36.0,39.0,44.0,Min 3 months,39.67,Fast moving,932.245,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
742249,6950000000000,SUCJLF-01      ,BASEUS WINNER COOLING HEAT SINK BLACK FOR SMARTPHONES                                                         ,BASEUS                        ,1,44.5,99,36.0,27.0,10.0,7.0,23.0,10.0,Min 3 months,13.33,Fast moving,579.855,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
742292,6950000000000,SGAPIPD-CX02   ,BASEUS 0.3MM TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 11-INCH                                             ,BASEUS                        ,1,39.5,79,6.0,7.0,2.0,4.0,-1.0,0.0,Min 3 months,1.0,Slow moving,38.5,Less profitable,Slow moving - Less profitable,-,-
742293,6950000000000,SGAPIPD-DX02   ,BASEUS 0.3MM ANTI-BLUE LIGHT TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 11-INCH                             ,BASEUS                        ,1,44.5,89,8.0,2.0,0.0,1.0,0.0,0.0,Min 3 months,0.33,Non moving,14.355,Less profitable,Non moving - Less profitable,Buying Price,-
742294,6950000000000,LTAPIPD-ASM03  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLUE FOR IPAD PRO 11-INCH                                                 ,BASEUS                        ,1,74.5,159,7.0,2.0,1.0,0.0,0.0,0.0,Min 3 months,0.0,Non moving,0.0,Run out of stock,Non moving - Run out of stock,Buying Price,-
742295,6950000000000,SUGENT-XF0S    ,BASEUS SUSPENSION GLASS DESKTOP BRACKET SILVER FOR SMARTPHONES                                                ,BASEUS                        ,1,39.5,79,22.0,11.0,7.0,2.0,9.0,16.0,Min 3 months,9.0,Fast moving,346.5,Profitable,Fast moving - Profitable,-,-
742296,6950000000000,SUGENT-XF01    ,BASEUS SUSPENSION GLASS DESKTOP BRACKET BLACK FOR SMARTPHONES                                                 ,BASEUS                        ,1,39.5,79,40.0,10.0,8.0,9.0,10.0,18.0,Min 3 months,12.33,Fast moving,474.705,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
742297,6950000000000,ACAPIPHX-ABJ01 ,BASEUS 1+1 BLACK WIRELESS CHARGE 5000MAH POWER BANK FOR IPHONE XS/X                                           ,BASEUS                        ,1,119.5,249,0.0,3.0,1.0,1.0,2.0,0.0,0 month,1.0,Slow moving,118.5,Profitable,Slow moving - Profitable,-,-
742298,6950000000000,ACAPIPHX-BJ01  ,BASEUS PLAID BLACK 3500MAH POWER BANK FOR IPHONE X                                                            ,BASEUS                        ,1,89.5,189,0.0,5.0,2.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
742300,6950000000000,ACPCL-01       ,BASEUS GOLDEN CUDGEL CAPACITIVE STYLUS BLACK                                                                  ,BASEUS                        ,1,29.5,59,9.0,12.0,9.0,18.0,18.0,15.0,Min 3 months,17.0,Fast moving,484.5,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
742301,6960000000000,4KCD6901       ,USAMS 4000MAH POWER BANK CASE BLACK FOR IPHONE XS MAX                                                         ,USAMS                         ,1,94.5,199,0.0,34.0,9.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
743939,6950000000000,NGH08-01       ,BASEUS H08 BLACK IMMERSIVE VIRTUAL 3D GAMING IN-EAR EARPHONES                                                 ,BASEUS                        ,1,140.0,289,11.0,23.0,5.0,9.0,9.0,6.0,Min 3 months,8.0,Fast moving,1112.0,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
743940,6950000000000,NGH08-2G       ,BASEUS H08 WHITE/GREY IMMERSIVE VIRTUAL 3D GAMING IN-EAR EARPHONES                                            ,BASEUS                        ,1,140.0,289,0.0,14.0,9.0,5.0,2.0,3.0,0 month,3.33,Slow moving,462.87,Most profitable,Slow moving - Most profitable,-,-
743943,6950000000000,NGS07-01       ,BASEUS ENCOK BLACK SPORTS WIRELESS IN-EAR EARPHONES S07                                                       ,BASEUS                        ,1,49.5,99,5.0,0.0,1.0,0.0,0.0,0.0,Min 3 months,0.0,Non moving,0.0,Run out of stock,Non moving - Run out of stock,Buying Price,-
743945,6950000000000,NGS07-19       ,BASEUS ENCOK RED/BLACK SPORTS WIRELESS IN-EAR EARPHONES S07                                                   ,BASEUS                        ,1,49.5,99,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
743947,6950000000000,NGS07-S9       ,BASEUS ENCOK SILVER/RED SPORTS WIRELESS IN-EAR EARPHONES S07                                                  ,BASEUS                        ,1,49.5,99,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
743948,6950000000000,ACNXB-02       ,BASEUS WARM LITTLE WHITE FAN HEATER                                                                           ,BASEUS                        ,1,79.5,169,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
743953,6950000000000,WIAPIPH58-ASL01,BASEUS ORIGINAL LSR CASE BLACK FOR IPHONE XS                                                                  ,BASEUS                        ,1,34.5,69,9.0,16.0,18.0,24.0,26.0,17.0,Min 3 months,22.33,Fast moving,748.055,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
743955,6950000000000,WIAPIPH58-ASL03,BASEUS ORIGINAL LSR CASE LIGHT AQUA MARINE FOR IPHONE XS                                                      ,BASEUS                        ,1,34.5,69,7.0,15.0,7.0,10.0,12.0,8.0,Min 3 months,10.0,Fast moving,335.0,Profitable,Fast moving - Profitable,-,-
743956,6950000000000,WIAPIPH58-ASL04,BASEUS ORIGINAL LSR CASE PINK FOR IPHONE XS                                                                   ,BASEUS                        ,1,34.5,69,4.0,16.0,5.0,16.0,12.0,13.0,Min 3 months,13.67,Fast moving,457.945,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
743958,6950000000000,WIAPIPH58-ASL09,BASEUS ORIGINAL LSR CASE RED FOR IPHONE XS                                                                    ,BASEUS                        ,1,34.5,69,11.0,10.0,5.0,9.0,5.0,3.0,Min 3 months,5.67,Slow moving,189.945,Profitable,Slow moving - Profitable,-,-
743960,6950000000000,WIAPIPH65-ASL01,BASEUS ORIGINAL LSR CASE BLACK FOR IPHONE XS MAX                                                              ,BASEUS                        ,1,34.5,69,23.0,11.0,12.0,11.0,8.0,9.0,Min 3 months,9.33,Fast moving,312.555,Profitable,Fast moving - Profitable,-,-
743961,6950000000000,WIAPIPH65-ASL03,BASEUS ORIGINAL LSR CASE LIGHT AQUA MARINE FOR IPHONE XS MAX                                                  ,BASEUS                        ,1,34.5,69,2.0,3.0,5.0,2.0,3.0,1.0,Min 3 months,2.0,Slow moving,67.0,Profitable,Slow moving - Profitable,-,-
743963,6950000000000,WIAPIPH65-ASL04,BASEUS ORIGINAL LSR CASE PINK FOR IPHONE XS MAX                                                               ,BASEUS                        ,1,34.5,69,0.0,5.0,4.0,4.0,4.0,3.0,0 month,3.67,Slow moving,122.945,Profitable,Slow moving - Profitable,-,-
743965,6950000000000,WIAPIPH65-ASL09,BASEUS ORIGINAL LSR CASE RED FOR IPHONE XS MAX                                                                ,BASEUS                        ,1,34.5,69,4.0,2.0,3.0,6.0,0.0,0.0,Min 3 months,2.0,Slow moving,67.0,Profitable,Slow moving - Profitable,-,-
743966,6950000000000,CATKC-A01      ,BASEUS DOUBLE FAST CHARGING TYPE-C CABLE 1M BLACK                                                             ,BASEUS                        ,1,29.5,59,12.0,1.0,3.0,11.0,3.0,11.0,Min 3 months,8.33,Fast moving,237.405,Profitable,Fast moving - Profitable,-,-
743968,6950000000000,SUCJG9-02      ,BASEUS G9 MOBILE GAME SCORING TOOL WHITE FOR SMARTPHONES/TABLET                                               ,BASEUS                        ,1,24.5,49,45.0,36.0,12.0,14.0,16.0,23.0,Min 3 months,17.67,Fast moving,415.24500000000006,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
743975,6950000000000,SUCJG9-01      ,BASEUS G9 MOBILE GAME SCORING TOOL BLACK FOR SMARTPHONES/TABLET                                               ,BASEUS                        ,1,24.5,49,17.0,38.0,20.0,12.0,10.0,7.0,Min 3 months,9.67,Fast moving,227.245,Profitable,Fast moving - Profitable,-,-
744168,6950000000000,CATKC-A09      ,BASEUS DOUBLE FAST CHARGING TYPE-C CABLE 1M RED                                                               ,BASEUS                        ,1,29.5,59,9.0,10.0,3.0,5.0,1.0,4.0,Min 3 months,3.33,Slow moving,94.905,Profitable,Slow moving - Profitable,-,-
746545,6950000000000,CAHUB-K0G      ,BASEUS HARMONICA 5-IN-1 HUB ADAPTER GREY                                                                      ,BASEUS                        ,1,74.5,159,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
746546,6950000000000,SGAPIPD-BX02   ,BASEUS 0.3MM ANTI-BLUE LIGHT TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 12.9-INCH 3RD GEN                   ,BASEUS                        ,1,44.5,99,12.0,2.0,1.0,4.0,4.0,2.0,Min 3 months,3.33,Slow moving,144.855,Profitable,Slow moving - Profitable,-,-
746547,6950000000000,LTAPIPD-ASM01  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLACK FOR IPAD PRO 11-INCH                                                ,BASEUS                        ,1,74.5,159,4.0,4.0,2.0,0.0,2.0,0.0,Min 3 months,0.67,Non moving,49.245000000000005,Profitable,Non moving - Profitable,Buying Price,-
746548,6950000000000,LTAPIPD-BSM01  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLACK FOR IPAD PRO 12.9-INCH 3RD GEN                                      ,BASEUS                        ,1,89.5,189,4.0,3.0,2.0,0.0,0.0,0.0,Min 3 months,0.0,Non moving,0.0,Run out of stock,Non moving - Run out of stock,Buying Price,-
746549,6950000000000,LTAPIPD-BSM03  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLUE FOR IPAD PRO 12.9-INCH 3RD GEN                                       ,BASEUS                        ,1,89.5,189,4.0,7.0,0.0,1.0,0.0,1.0,Min 3 months,0.67,Non moving,59.295,Profitable,Non moving - Profitable,Buying Price,-
746699,745000000000,BHL-712        ,BRAVE LOTTO SERIES MAGNETIC CAR MOUNTS                                                                        ,BRAVE                         ,1,34.5,69,6.0,6.0,13.0,16.0,21.0,5.0,Min 3 months,14.0,Fast moving,469.0,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
746700,745000000000,BHL-713        ,BRAVE 2-IN-1 UNIVERSAL MAGNETIC HOLDER                                                                        ,BRAVE                         ,1,29.5,59,55.0,12.0,18.0,14.0,44.0,30.0,Min 3 months,29.33,Fast moving,835.905,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
748116,7450000000000,BBP-901        ,BRAVE PU LEATHER BACKPACK BLACK WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                   ,BRAVE                         ,1,292.0,469,0.0,1.0,3.0,0.0,2.0,0.0,0 month,0.67,Non moving,194.97,Profitable,Non moving - Profitable,-,-
748118,7450000000000,BBP-902        ,BRAVE NYLON BACKPACK BLACK CIRCUIT PATTERN WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                        ,BRAVE                         ,1,292.0,469,0.0,1.0,5.0,0.0,2.0,0.0,0 month,0.67,Non moving,194.97,Profitable,Non moving - Profitable,-,-
748119,7450000000000,BBP-903        ,BRAVE NYLON BACKPACK ARMY GREY WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                    ,BRAVE                         ,1,292.0,469,-1.0,0.0,0.0,1.0,2.0,0.0,0 month,1.0,Slow moving,291.0,Profitable,Slow moving - Profitable,-,-
748120,7450000000000,BBP-904        ,BRAVE NYLON BACKPACK DARK CAMOUFLAGE WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                              ,BRAVE                         ,1,292.0,469,0.0,1.0,2.0,1.0,3.0,0.0,0 month,1.33,Slow moving,387.03000000000003,Most profitable,Slow moving - Most profitable,-,-
748121,7450000000000,BBP-905        ,BRAVE NYLON BACKPACK BEIGE WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                        ,BRAVE                         ,1,292.0,469,0.0,0.0,1.0,0.0,1.0,0.0,0 month,0.33,Non moving,96.03,Profitable,Non moving - Profitable,-,-
748127,4720000000000,PH18502-BK     ,BONE COLLECTION RUN TIE BLACK LARGE FOR SMARTPHONES 4-6.5 INCH                                                ,BONE COLLECTION               ,1,69.5,149,1.0,11.0,2.0,6.0,0.0,1.0,Min 3 months,2.33,Slow moving,159.60500000000002,Profitable,Slow moving - Profitable,-,-
748128,4720000000000,PH18501-BK     ,BONE COLLECTION RUN TIE BLACK SMALL                                                                           ,BONE COLLECTION               ,1,69.5,149,3.0,7.0,6.0,1.0,0.0,1.0,Min 3 months,0.67,Non moving,45.895,Less profitable,Non moving - Less profitable,Buying Price,-
748129,4720000000000,DR18041-32BK   ,BONE COLLECTION MARU PENGUIN 32GB USB 3.0                                                                     ,BONE COLLECTION               ,1,116.35,189,0.0,3.0,2.0,2.0,1.0,0.0,0 month,1.0,Slow moving,115.35,Profitable,Slow moving - Profitable,-,-
748131,4720000000000,DR18043-32BR   ,BONE COLLECTION MR. DEER 32GB USB 3.0                                                                         ,BONE COLLECTION               ,1,116.35,189,1.0,1.0,1.0,0.0,0.0,0.0,Min 3 months,0.0,Non moving,0.0,Run out of stock,Non moving - Run out of stock,Buying Price,-
748133,4720000000000,AP14021-BK     ,BONE COLLECTION LINKEY LIGHTNING BLACK                                                                        ,BONE COLLECTION               ,1,59.5,129,4.0,1.0,7.0,0.0,2.0,0.0,Min 3 months,0.67,Non moving,39.195,Less profitable,Non moving - Less profitable,Buying Price,-
751056,6950000000000,ACPBCJ-01      ,BASEUS SHOOTING GAME TOOL FOR PAD BLACK                                                                       ,BASEUS                        ,1,34.5,69,31.0,0.0,12.0,24.0,9.0,20.0,Min 3 months,17.67,Fast moving,591.945,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
751059,6950000000000,ACPBCJ-02      ,BASEUS SHOOTING GAME TOOL FOR PAD TRANSPARENT                                                                 ,BASEUS                        ,1,34.5,69,22.0,0.0,10.0,25.0,22.0,19.0,Min 3 months,22.0,Fast moving,737.0,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
751060,6950000000000,SGAPWA4-A01    ,BASEUS 0.3MM FULL-SCREEN CURVED TEMPERED FILM BLACK FOR APPLE WATCH SERIES 4 40MM                             ,BASEUS                        ,1,29.5,59,31.0,0.0,21.0,40.0,30.0,16.0,Min 3 months,28.67,Fast moving,817.095,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
751063,6950000000000,SGAPWA4-B01    ,BASEUS 0.3MM FULL-SCREEN CURVED TEMPERED FILM BLACK FOR APPLE WATCH SERIES 4 44MM                             ,BASEUS                        ,1,29.5,59,6.0,0.0,37.0,52.0,11.0,6.0,Min 3 months,23.0,Fast moving,655.5,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
758117,7450000000000,BAC-105        ,BRAVE LIGHTNING TO 3.5MM AUDIO CABLE WHITE                                                                    ,BRAVE                         ,1,44.5,93,139.0,0.0,0.0,0.0,2.0,14.0,2 months,5.33,Slow moving,231.855,Profitable,Slow moving - Profitable,-,-
758119,745000000000,BTC-320BK      ,BRAVE 2-PORT USB WALL CHARGER BLACK                                                                           ,BRAVE                         ,1,44.5,93,55.0,0.0,0.0,0.0,0.0,12.0,1 month,4.0,Slow moving,174.0,Profitable,Slow moving - Profitable,-,-
758121,6950000000000,SUWNT-01       ,BASEUS FOLDING UNIVERSAL STICKER BLACK                                                                        ,BASEUS                        ,1,29.5,62,6.0,0.0,0.0,0.0,0.0,2.0,2 months,0.67,Non moving,19.095000000000002,Less profitable,Non moving - Less profitable,Discount,-
758124,6950000000000,SUWNT-02       ,BASEUS FOLDING UNIVERSAL STICKER TRANSPARENT                                                                  ,BASEUS                        ,1,29.5,62,53.0,0.0,0.0,0.0,1.0,12.0,2 months,4.33,Slow moving,123.405,Profitable,Slow moving - Profitable,-,-
758125,6950000000000,WXYL-A01       ,BASEUS OSCULUM WIRELESS GRAVITY CAR CHARGER                                                                   ,BASEUS                        ,1,74.5,156,11.0,0.0,0.0,0.0,8.0,16.0,2 months,8.0,Fast moving,588.0,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
758126,6950000000000,CATL45-01      ,BASEUS AUDIO CONVERTER CATL45                                                                                 ,BASEUS                        ,1,29.5,62,47.0,0.0,0.0,0.0,2.0,13.0,2 months,5.0,Slow moving,142.5,Profitable,Slow moving - Profitable,-,-
758127,6950000000000,CATL41-01      ,BASEUS TYPE-C TO 3.5MM AUDIO CHARGING ADAPTER BLACK                                                           ,BASEUS                        ,1,29.5,62,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
758128,6950000000000,WXZN-B01       ,BASEUS SMART VEHICLE BRACKET WIRELESS CHARGER WITH INFRARED SENSOR BLACK                                      ,BASEUS                        ,1,99.5,209,4.0,0.0,0.0,0.0,1.0,10.0,2 months,3.67,Slow moving,361.495,Profitable,Slow moving - Profitable,-,-
758226,6950000000000,ACJHQ-01       ,BASEUS MICROMOLECULE FORMALDEHYDE PURIFIER DEEP SPACE BLACK                                                   ,BASEUS                        ,1,50.0,104,15.0,0.0,0.0,0.0,0.0,1.0,1 month,0.33,Non moving,16.17,Less profitable,Non moving - Less profitable,Transfer,-
758227,6950000000000,ACJHQ-0S       ,BASEUS MICROMOLECULE FORMALDEHYDE PURIFIER SILVER                                                             ,BASEUS                        ,1,50.0,104,15.0,0.0,0.0,0.0,0.0,0.0,1 month,0.0,Non moving,0.0,Run out of stock,Non moving - Run out of stock,Transfer,-
758228,6950000000000,SUHZ-01        ,BASEUS BACK SEAT CAR MOUNT BLACK                                                                              ,BASEUS                        ,1,35.0,73,30.0,0.0,0.0,0.0,0.0,2.0,1 month,0.67,Non moving,22.78,Less profitable,Non moving - Less profitable,Transfer,-
758229,6950000000000,SUHZ-2S        ,BASEUS BACK SEAT CAR MOUNT SILVER                                                                             ,BASEUS                        ,1,35.0,73,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
758230,6970000000000,RPH0890        ,ROCK SHOOTING GAME CONTROLLER WITH HANDLE BLACK                                                               ,ROCK                          ,1,35.0,73,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
758231,7450000000000,BHL-715        ,BRAVE 2-IN-1 UNIVERSAL MAGNETIC HOLDER                                                                        ,BRAVEN                        ,1,30.0,62,54.0,0.0,0.0,0.0,0.0,33.0,1 month,11.0,Fast moving,319.0,Profitable,Fast moving - Profitable,-,-
758233,6950000000000,SGAPIPH58-WA01 ,BASEUS FULL-SCREEN CURVED TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS/X                               ,BASEUS                        ,1,40.0,83,18.0,0.0,0.0,0.0,0.0,10.0,1 month,3.33,Slow moving,129.87,Profitable,Slow moving - Profitable,-,-
758234,6950000000000,SGAPIPH65-WA01 ,BASEUS FULL-SCREEN CURVED TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS MAX                             ,BASEUS                        ,1,40.0,83,48.0,0.0,0.0,0.0,0.0,2.0,1 month,0.67,Non moving,26.130000000000003,Less profitable,Non moving - Less profitable,Transfer,-
758235,6950000000000,SGAPIPH58-WC01 ,BASEUS FULL-SCREEN CURVED PRIVACY TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS/X                       ,BASEUS                        ,1,45.0,93,38.0,0.0,0.0,0.0,0.0,12.0,1 month,4.0,Slow moving,176.0,Profitable,Slow moving - Profitable,-,-
758236,6950000000000,SGAPIPH65-WC01 ,BASEUS FULL-SCREEN CURVED PRIVACY TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS MAX                     ,BASEUS                        ,1,45.0,93,82.0,0.0,0.0,0.0,0.0,11.0,1 month,3.67,Slow moving,161.48,Profitable,Slow moving - Profitable,-,-
758241,6950000000000,CAHUB-T01      ,BASEUS MATE DOCKING TYPE-C HUB DOCKING STATION BLACK                                                          ,BASEUS                        ,1,114.5,241,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
758244,6950000000000,CABA01-01      ,BASEUS BA01 USB WIRELESS ADAPTER CABLE BLACK                                                                  ,BASEUS                        ,1,44.5,94,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
758245,6950000000000,CABA01-09      ,BASEUS BA01 USB WIRELESS ADAPTER CABLE RED                                                                    ,BASEUS                        ,1,44.5,94,0.0,0.0,0.0,0.0,12.0,0.0,0 month,4.0,Slow moving,174.0,Profitable,Slow moving - Profitable,-,-
762676,6950000000000,CATXF-0G       ,BASEUS 7-IN-1 SQUARE DESK TYPE-C MULTI-FUNCTIONAL HUB TYPE-C                                                  ,BASEUS                        ,1,125.0,259,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
762677,6950000000000,SULR-0G        ,BASEUS UNLIMITED ADJUSTMENT LAZY PHONE HOLDER GREY                                                            ,BASEUS                        ,1,45.0,89,0.0,0.0,0.0,0.0,0.0,0.0,0 month,0.0,Run out of stock,0.0,Run out of stock,Run out of stock - Run out of stock,-,-
762678,6950000000000,CATYW-B03      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M BLUE                                                               ,BASEUS                        ,1,40.0,79,14.0,0.0,0.0,0.0,0.0,0.0,1 month,0.0,Non moving,0.0,Run out of stock,Non moving - Run out of stock,Transfer,-
762679,6950000000000,CATYW-B01      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M BLACK                                                              ,BASEUS                        ,1,40.0,79,60.0,0.0,0.0,0.0,0.0,5.0,1 month,1.67,Slow moving,65.13,Profitable,Slow moving - Profitable,-,-
762680,6950000000000,CATYW-B09      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M RED                                                                ,BASEUS                        ,1,40.0,79,20.0,0.0,0.0,0.0,0.0,0.0,1 month,0.0,Non moving,0.0,Run out of stock,Non moving - Run out of stock,Transfer,-
762681,6950000000000,CATSR-01       ,BASEUS FISH-EYE SPRING TYPE-C 2A CABLE 1M BLACK                                                               ,BASEUS                        ,1,30.0,59,38.0,0.0,0.0,0.0,0.0,5.0,1 month,1.67,Slow moving,48.43,Less profitable,Slow moving - Less profitable,-,-
762682,6950000000000,CATSR-09       ,BASEUS FISH-EYE SPRING TYPE-C 2A CABLE 1M RED                                                                 ,BASEUS                        ,1,30.0,29,37.0,0.0,0.0,0.0,0.0,2.0,1 month,0.67,Non moving,19.43,Less profitable,Non moving - Less profitable,Transfer,-
762683,7450000000000,BCC-36W        ,BRAVE 2-PORT TYPE-C & QUICK CHARGE CAR CHARGER                                                                ,BASEUS                        ,1,45.0,89,60.0,0.0,0.0,0.0,0.0,11.0,1 month,3.67,Slow moving,161.48,Profitable,Slow moving - Profitable,-,-
